do_sample,elapsed_time,fast_token,length,model_name,padding,result
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.1589043140411377,1.0,140.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.1589043140411377,1.0,140.0,t5-small,,0.0
1.0,0.2678337097167969,1.0,357.0,t5-small,,1.8
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.1589043140411377,1.0,140.0,t5-small,,0.0
1.0,0.2678337097167969,1.0,357.0,t5-small,,1.8
1.0,0.23685526847839355,1.0,371.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.1589043140411377,1.0,140.0,t5-small,,0.0
1.0,0.2678337097167969,1.0,357.0,t5-small,,1.8
1.0,0.23685526847839355,1.0,371.0,t5-small,,0.0
1.0,0.15890240669250488,1.0,129.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
1.0,0.16789627075195312,1.0,158.0,t5-small,,0.0
1.0,0.14990878105163574,1.0,97.0,t5-small,,0.0
1.0,0.15390682220458984,1.0,197.0,t5-small,,0.0
1.0,0.6535930633544922,1.0,1103.0,t5-small,,0.8
1.0,0.20287179946899414,1.0,297.0,t5-small,,1.0
1.0,0.14890480041503906,1.0,145.0,t5-small,,0.0
1.0,0.11492800712585449,1.0,97.0,t5-small,,2.0
1.0,0.16289973258972168,1.0,174.0,t5-small,,0.0
1.0,0.2198657989501953,1.0,263.0,t5-small,,0.0
1.0,0.1609020233154297,1.0,127.0,t5-small,,0.0
1.0,0.1489086151123047,1.0,142.0,t5-small,,0.0
1.0,0.14890718460083008,1.0,170.0,t5-small,,0.2
1.0,0.13591337203979492,1.0,101.0,t5-small,,0.4
1.0,0.20287537574768066,1.0,366.0,t5-small,,1.0
1.0,0.1618971824645996,1.0,183.0,t5-small,,0.0
1.0,0.14990735054016113,1.0,171.0,t5-small,,0.4
1.0,0.1549074649810791,1.0,227.0,t5-small,,0.0
1.0,0.1529073715209961,1.0,205.0,t5-small,,1.0
1.0,0.18188977241516113,1.0,256.0,t5-small,,0.5
1.0,0.14990639686584473,1.0,167.0,t5-small,,1.6
1.0,0.15790557861328125,1.0,152.0,t5-small,,0.4
1.0,0.1529078483581543,1.0,100.0,t5-small,,0.2
1.0,0.1589043140411377,1.0,140.0,t5-small,,0.0
1.0,0.2678337097167969,1.0,357.0,t5-small,,1.8
1.0,0.23685526847839355,1.0,371.0,t5-small,,0.0
1.0,0.15890240669250488,1.0,129.0,t5-small,,0.0
1.0,0.15290570259094238,1.0,147.0,t5-small,,0.0
1.0,0.15290403366088867,1.0,100.0,t5-small,,0.0
1.0,0.1409132480621338,1.0,137.0,t5-small,,0.0
1.0,0.16789841651916504,1.0,238.0,t5-small,,1.6
1.0,0.22286462783813477,1.0,357.0,t5-small,,0.0
1.0,0.13791108131408691,1.0,306.0,t5-small,,2.0
1.0,0.1429145336151123,1.0,128.0,t5-small,,0.0
1.0,0.14091253280639648,1.0,87.0,t5-small,,0.2
1.0,0.1449117660522461,1.0,152.0,t5-small,,2.0
